,SS,influential
209773,0.9876050883209893,high
299277,1.314016168122419,low
1340026,0.8770048306514507,low
607967,0.9590230644178983,high
766066,1.5224621242584178,high
778363,2.794493196020804,low
832341,1.2967552361350054,low
774956,1.4404974589224804,high
58361,1.4685210570399878,low
664883,1.4884205221184994,low
677842,0.8663744232335994,high
1211412,1.9132968394821563,low
855356,1.10982277846116,low
211483,0.8859717858941017,high
258090,0.8984920609366102,high
275832,0.9219069526569029,high
585092,0.9263731440241352,high
745316,1.4982613876249604,high
747984,1.37788458822048,high
951384,1.1519668104242005,high
27136,2.548906709763718,high
791318,0.8642628310128816,high
145086,1.7075561215149373,high
891032,1.5713677820657581,high
496525,1.2204304392279928,high
924232,1.2287087533014622,high
315339,nan,0
358641,1.6167393246371902,high
803544,2.1172756084122524,high
29808,1.939666466015265,high
771419,2.522738059026671,low
68934,1.603127710119297,high
387720,1.2976420881571804,high
741525,0.9126545110953528,low
961133,1.0633718350640795,high
569644,2.052404619427022,high
290502,2.2419661981998624,high
665860,2.6208854490470714,high
62002,1.9896576022945993,high
30928,1.7526040080583176,high
303506,1.517311832176902,high
312890,1.4465654493785656,high
516929,1.5765220954155605,high
70534,1.1184456224479606,high
824219,0.6605153955299412,high
77662,1.7169383086904713,high
122023,1.3934680996671367,high
321321,1.839768839889005,high
303050,1.2369889979566977,high
481354,1.167653369664877,high
493848,0.8532893815492993,high
584257,1.158559296328202,high
205520,2.054250006898119,low
480830,1.8050583109313911,high
664618,3.649963451694914,high
788582,0.9412629463444173,high
216846,0.7554018043849824,high
401287,1.2670488145379386,high
788937,1.0306267055191705,high
869409,1.273757414542922,high
239655,1.3607110983771773,high
792051,1.4351360580261687,low
922811,1.116527061685273,low
148305,1.336087347748564,high
251361,1.6987542509193858,high
520033,1.4084633364089096,high
797147,0.9766704802473477,low
418662,1.7774312546785396,high
753617,0.8761169260761709,high
806168,1.144577298274401,low
26367,1.348849973301368,high
758999,1.278585929594747,high
588943,0.8599144402709747,high
164750,1.1064288633959038,low
493412,1.3224036119690745,high
768010,0.6884704300042233,high
95613,1.0540146545643785,high
191699,1.3238567535967758,high
792733,1.658147770620991,high
884449,1.6208266950525503,low
741380,1.3618484662772916,high
776576,0.6912469095443697,high
954694,0.8985005233430642,high
78191,2.0556919291336344,high
617336,1.466402367614835,low
347639,0.6684247185999098,low
226331,0.8231454933796071,high
450700,1.0099933450675835,high
181329,1.0310064727164399,high
32193,1.4603964246597179,high
317108,1.97069350220355,high
625201,2.5946980581957084,high
756291,1.4466576842276955,high
533117,1.7585113283961198,high
596451,0.9870633683740114,high
667669,1.4230488829626236,high
674887,1.6672200904520726,high
958839,1.2162373829276527,low
500298,1.1073366099419595,high
46460,1.73106673726138,high
667556,1.3833751424783705,high
359559,2.74510562188364,low
355451,2.0820769898698392,high
310383,nan,0
821590,1.0712151225815953,high
123345,nan,0
210757,nan,0
316340,2.6876184204195073,high
299882,2.030041347479035,high
80657,1.6598076608753167,high
816895,1.4299091730516473,high
366407,1.5592461836028675,high
475362,1.2023252579678183,high
570046,0.953964545493024,low
809446,0.7988365534378485,high
833782,1.1090162776662411,high
30431,1.427866526130641,high
191680,1.3283440678689438,high
141256,0.9253812382933313,high
296402,1.4366659693321155,high
214593,1.8854044478616567,high
221844,2.0852686692647358,low
675710,1.460811664119706,high
687561,1.9450066258848753,high
790604,2.098020981852499,high
829122,1.735033391802683,high
647796,2.2250539537172167,high
753706,3.456882802904917,high
809334,1.6480417798226477,high
197532,nan,0
615026,1.114889447557901,high
919525,1.3037947285706493,high
94126,1.7012078084451512,high
25047,1.212639157140817,low
576718,1.7148018207293083,high
672498,0.7396457495381887,high
757157,2.056988500605132,high
742980,1.3413200607498372,low
746407,2.24684233964036,low
255733,1.3466682309135258,high
234844,1.1601815730032703,high
58386,1.3405369449062634,high
187413,0.7006741586083343,low
197364,1.2479297367787474,high
239638,1.477319182546189,high
389213,1.5635658016473057,high
837215,2.002963042771607,high
866841,1.7313656121750352,high
167361,1.0626448467273577,high
340152,2.2764884859626653,low
259240,nan,0
623518,0.8832143160536192,high
814340,0.9779628098546596,low
560208,1.2307556610488932,high
575695,0.9741415213799691,high
257141,2.0001356393922887,high
32971,1.555354375627613,low
190531,1.535392137320309,low
237517,1.837281868499428,high
268990,1.3019669671926148,low
683065,1.294310501291143,high
933883,1.7086818073438206,low
359199,1.2919891127167993,high
768149,1.2516501710456096,high
101776,0.9442619700307064,high
333573,1.2474075770227526,high
755570,1.234927137296852,high
755792,1.5219173714545262,low
135391,1.5900585171239694,high
609966,1.1788189241885358,high
62729,2.14284304776411,high
167399,1.3634598642258877,low
805332,2.175013852685799,high
358532,1.597873929581978,low
275130,1.4672980062925218,low
831236,1.1746689093526432,high
146354,1.9424210731880986,high
214546,0.9666598736754787,low
743966,1.970795058594711,high
818593,1.3051024469980086,high
57124,0.8973563162685725,high
259270,0.958446235141659,high
591902,1.3882159773846299,low
762652,1.1192182937634727,high
826660,2.1903077661396813,high
296487,2.1378575279972503,high
75801,1.6523417957223059,high
350585,1.1131919897788416,low
48908,1.1339615576779785,high
4451,0.9329025511701825,low
45077,1.0417586716813954,high
221603,2.9541200448869858,high
234488,1.102655874609696,high
269172,2.043894088984294,high
788568,1.5640454407558273,high
695019,0.9044959348255042,high
796166,1.0848744301618654,high
887719,0.7847435472027858,high
692251,1.8254306660349346,high
898828,1.779667477322902,high
622379,1.65254588577251,high
767095,1.2956247861590109,high
189701,1.7999987264309585,high
958076,1.338116839727733,high
498987,1.4405844876949025,high
642796,0.9381360971564533,low
781932,0.9520011714062467,high
102985,1.7812429002791053,high
240252,1.6094983635790903,high
165068,0.8721199049054174,low
502371,1.2505928945683693,high
149173,1.029282703709003,high
786245,0.7781610584207065,high
194039,1.7756428764089867,high
760154,1.8138310422071982,high
17877,1.5727816286477008,high
808198,1.5780211467096505,high
661974,0.873134439422592,high
25899,0.7920518958390299,low
661525,1.1995427140371189,high
793821,1.2795525840540676,high
820999,1.9041274442742122,high
197040,1.993937235664155,high
7729,1.5679281425908775,high
861687,1.6753565289777068,high
57188,1.1876415347924216,high
81683,1.626549351377922,high
230667,1.486281397772191,high
34172,1.3821691727582368,high
294197,1.028578168823372,high
597965,2.243306160835968,high
138837,1.6326752802094413,high
873886,0.9469946612009676,high
56913,0.9077042791254227,high
746010,1.578952789472794,high
390532,2.259253579795202,high
17387,1.5455360764611534,high
51233,3.033121237485828,low
300013,1.7882286318247116,low
64199,1.7604866011270068,high
667020,1.5858642017817912,high
683795,1.3959749781637634,high
271029,1.246863479722401,high
60476,0.7693090609783905,low
141681,0.9277059105148757,high
193963,2.0421842378165334,low
251604,1.7009002290180248,high
299776,3.0215428937813207,low
355616,2.310359620857917,low
770007,1.005997797980525,high
778906,1.5409165147805974,low
799100,1.7085350790450786,low
806740,1.3522394178413382,low
815090,1.6685439529555328,high
93632,1.1733082289379544,high
609396,1.6294943343857549,high
750456,1.4137781852937417,low
184811,1.39664649752189,high
163198,1.5796105203083846,high
287860,2.09714434569476,high
91122,0.8524124351808031,low
253232,0.6754951966388892,high
351842,1.2203135292165037,high
492162,1.1970876244675124,high
799348,1.3951070587262269,low
807949,1.252196605885115,high
869417,1.1314447124678098,high
633079,1.2323241239925993,low
40501,0.60722594198712,high
497760,1.159394254518756,low
20403,1.7798620310416453,high
398259,2.2595306912008635,high
2825814,2.6534519182791754,low
485991,0.7857706437415278,high
87179,2.020367046560199,high
467382,1.618557515374673,low
746182,0.8893856001866884,low
902138,1.3265393759936037,high
2252,0.6700829428166816,low
933568,0.6832514792027725,low
6320,1.7950043574636396,high
762921,1.209099852882297,high
203695,1.949122782291462,high
83194,1.5771911316775302,high
186805,0.8328077979236197,low
251491,1.7436097257939505,high
508443,1.3310879733921084,high
383889,3.026315056408505,high
758630,2.3884362704000135,high
138271,1.302932260995589,high
158656,1.9672790635073152,high
251033,1.136823049161622,low
664346,1.249913389832658,high
104388,0.9609217855854892,low
414889,1.4399485120204678,high
280445,1.3814036500972742,high
300534,1.6901307762396938,high
330634,1.198795781691636,high
624504,1.4198042181539414,low
165294,1.4311771902391466,low
225948,1.4895845456383334,high
204714,0.7478650573696486,high
175087,1.1813582618863927,high
204968,1.5750660600583775,low
674310,2.1974430463948393,low
110541,0.8914388853654998,high
202033,nan,0
461737,nan,0
522377,0.9589246487146255,high
11242,2.112150866680525,low
184814,2.2190923249846746,high
198901,1.6509814789322612,high
516706,1.4270354905628264,high
665908,2.415434110766281,high
343954,1.4179387966299934,high
75665,1.769445995364736,low
153526,1.9667264266743012,high
188342,1.4230837577009765,high
238506,2.222775655270686,high
781423,0.7652035963650299,high
35697,1.5482792760991353,low
401114,1.581123234248107,low
255770,1.180562161399932,high
183139,1.415169867232649,high
680065,0.9220866138073904,low
121318,0.9377815297652884,low
254556,0.8729628755528939,low
239827,1.769242298459967,high
173487,1.580466621576688,high
320426,0.7083741391012786,low
421315,1.3593629017548765,high
137137,1.4512052274765204,high
275386,1.6086144097860533,low
159312,1.9347201822255604,high
344729,1.9054610793159652,high
942624,1.1520871851874843,low
793022,1.7235450599698527,high
3627,1.5686738596904162,high
90011,0.84015665589958,low
836313,1.6532534462511674,low
866417,1.4790305181651837,low
940831,1.579413640523479,high
480086,1.799749597763661,high
52151,1.256390467176185,high
101164,0.8638918068554721,low
919598,1.5543329157783774,high
401066,1.4224843285346211,high
467749,1.6570230716867567,low
930722,3.09701297028614,low
776371,1.9629270039528481,high
152228,2.4465989542263546,high
399437,2.575963357138358,low
474648,1.5183176837679924,high
249303,1.8872539018913406,high
314372,0.8744233661534139,low
235881,1.167809465662745,high
753237,2.5822752552017176,high
282766,1.7337997239320164,high
489209,1.364026397638621,high
610339,2.4199090260278266,high
687933,0.8765418218719436,high
352999,1.3814315344538435,low
21292,1.8461747237417898,high
118189,2.491499512572893,high
77698,0.72775361577771,high
943827,1.2852905855263135,high
112204,1.1866530015915762,high
167220,2.3815213104539303,low
511041,0.8651586996235234,high
287350,1.3429225448042375,high
165345,nan,0
648407,1.0916221232742467,high
689367,1.0917647060079472,high
608166,0.9670301261493025,high
633078,2.003641680417241,high
574057,1.1805297770935477,high
46381,1.0247523700900896,high
898275,1.0907009987642016,high
5307,1.6385662869665598,high
132849,1.0360990036041704,low
108124,1.4895162382948135,high
301404,1.4439956064808657,low
392553,0.6944301400266568,low
143951,1.4881559304687995,high
220946,1.294273330650497,low
248916,0.9078903361392527,high
228714,1.4133546319438512,high
1097,nan,0
258882,1.382819375925654,high
271113,nan,0
449578,1.1117273583228338,low
673486,0.9147696165003938,high
944105,nan,0
262794,3.675336112936903,high
947563,3.153514107509089,high
240923,0.9895624996188098,high
73383,1.3267072357628926,high
12877,1.546715475545784,low
588112,1.4624881191345365,high
163570,0.881683748901199,high
414745,0.8063261461607824,high
838414,1.1993484261369292,low
590265,1.3913073035480912,high
247545,1.1683915126642033,high
409670,1.6624732692007402,high
352524,0.7834998265772273,low
487535,1.0935706886145415,high
97786,0.7674930687647771,low
282800,1.1713759406039892,high
636394,1.8350917204664097,high
850693,1.3108835956392562,high
489207,0.8917897484897575,high
824866,1.3375157008456424,high
763341,1.4083791561495178,high
156938,0.7867496410826633,low
190235,1.6273159191908568,high
127451,1.6787272512415643,high
96576,1.6116542389927329,low
324646,1.52672463285816,high
475980,1.7431890015262135,high
863102,1.3159292365669908,high
212129,2.4942166672521497,low
492663,2.4963836660409937,high
758194,nan,0
339905,2.136856476835921,low
767129,1.1756395733483602,high
958768,1.505549211401278,low
31022,1.4991778716642228,high
771269,0.9093817542286293,low
170330,1.3302808983485808,high
959775,1.111675361649307,high
298225,1.7618284355862648,low
781350,1.4218312259189814,low
787702,2.1514782265311836,low
99449,1.256079266917023,high
221894,1.0655335223349256,high
646353,1.0376561545188931,high
97491,1.440036257636115,low
261087,1.3499159170873705,low
363100,2.2067579702461284,low
786360,1.50357495691886,high
78242,1.5342981454861178,high
131178,0.9691847706353992,high
639697,1.0093757592912291,high
804706,1.6452819153294405,high
222974,1.315252120588218,high
654543,0.8372886275731761,low
924780,1.1243465181018362,high
324819,0.7716833673345262,high
125528,1.7862984236252837,low
139741,1.35113186299244,high
797670,0.8463817141892367,low
243812,1.2103535734695368,high
411830,1.7977252881042516,low
918600,0.855410410854228,high
948061,1.7966384804918936,high
87922,1.5067202405157365,low
771792,1.0402559355898753,high
685751,0.830812996417474,high
769876,1.2106138811157852,high
337119,1.531973300559136,high
412134,1.410871436593765,high
1292549,1.179143985583133,high
185810,0.5021738100679188,high
611929,1.3700385575620622,high
947576,0.6867639997825711,low
784766,1.285001702450043,high
165162,1.5139077245465489,high
943268,0.9087653169207777,high
933809,0.9402963971763686,high
142767,0.908706310042967,low
216294,0.8528521517970611,low
424302,1.4921646721334414,low
491786,1.4411859928976793,low
279141,1.5126783927784166,high
319945,1.1523901264099352,high
524050,1.6281209972158763,high
230784,1.3687318422839372,high
800332,1.4544181753433052,high
823482,1.926408750909484,low
893111,1.3869578437602728,high
370703,1.3074138969793667,high
785357,1.6050175617780331,low
64954,0.8148365939631754,low
516202,0.8437854695396225,low
532487,0.8582674897345497,high
177588,0.7310598808952794,high
187162,1.3748245737653468,high
834466,2.2510718943596832,high
791480,1.500098554273993,high
837985,2.0658252509373436,high
825387,2.0580233499943357,high
48587,2.002562189509892,low
5501,2.446963868405858,high
329883,0.8514698517990064,low
131038,1.7356167897758772,high
798113,1.6346710360468186,high
308762,1.8703249104878994,high
26193,1.9649237416636416,low
846092,1.484104014699841,high
849246,1.863709271237763,high
668127,1.0195885119535801,low
756772,1.866391272050353,high
636106,1.5097701831066905,high
264350,0.9224113430832986,high
50034,0.9823601534881486,high
67539,1.4280778689891638,low
179698,0.8079402925191349,high
12644,1.0104861096021522,high
636382,0.8126587829707197,low
848572,0.8839916240202772,high
366889,0.7076930596180442,high
673360,2.2128575204880256,high
954646,1.0562886689968454,high
36645,0.6688022636173202,low
46345,0.814777967591279,low
945269,1.393390189209742,high
759668,1.3433405257736677,high
684920,1.5089468268527402,high
401166,1.9985754218321778,low
46784,1.727974571227427,high
505047,1.3190257665840355,high
776301,1.0577384356685233,high
118853,0.9160850995897993,high
128290,1.6053565241137289,high
185155,0.8980222062555889,low
193802,1.3828417820465904,low
171994,2.286529502361919,high
133719,1.6514972772445955,high
35464,1.2550755003144873,high
118664,1.054773098756416,high
31324,1.3934300791973377,high
149166,1.3282051693761263,high
249420,1.5403596357507727,high
16448,nan,0
202187,0.7302329571399273,high
77560,0.9554866900792558,high
57840,2.000352450032259,low
144349,1.4850060546753856,low
185669,1.8048850022696918,high
194063,2.094919488891067,high
37794,nan,0
61273,0.7219385240945405,high
686577,nan,0
216348,nan,0
220312,nan,0
267411,nan,0
274520,nan,0
300659,1.5597325207136834,high
30925,1.134773523149532,high
807028,0.8419603827167824,high
3669,1.554905542829013,low
988655,1.3478362764188843,high
882950,1.1525899421550543,high
212200,1.4902491923794818,high
792018,1.2645396661551227,high
796736,0.8823759328325383,high
195305,1.1627746011602071,high
655273,0.8610749568807883,high
929776,nan,0
830028,1.6308393677861812,high
151469,2.0564483432592477,high
575379,0.8771645481393056,high
186096,1.0687681117700978,high
255347,0.7613814583538167,low
420504,0.8726248585394706,low
957340,2.05495166469992,high
621959,1.264937651693363,high
696668,1.3689080540393215,low
801615,0.957664772283501,low
743760,1.6191127325361814,high
477954,2.1518091280868235,high
118384,1.022742130407107,high
306446,1.1473759756811774,high
806507,3.1187457767811284,high
296815,1.1499298092430092,high
86826,1.7956257674361558,high
99104,1.0475678294418187,high
391003,1.0787850382597175,low
768231,1.746238841962803,high
946563,0.7480013028897016,low
120615,0.8525098876263417,high
126048,2.0327860278743106,high
601079,1.6749374299259185,high
121157,2.2510790363787208,high
738674,1.3178186112263608,low
81079,0.7213882899868689,low
142208,0.8000860326873303,high
253734,0.7549041476418176,low
258741,1.3720386831971834,high
314505,0.9973508070589464,high
2130,1.2507050458296172,high
256575,0.7574905939522665,high
255210,1.08451100588735,low
392299,1.197708572392729,high
884686,1.6603962099278373,high
502351,3.8050094473277714,low
674163,2.0600122574848494,low
75329,1.0420832021814492,low
169239,1.9121048770815585,high
216986,0.8510053004274318,low
302774,0.7752406539474547,low
304102,0.7925296121190062,high
341652,1.1880610647815808,high
206538,1.483211361203194,high
335302,1.4965982416705177,high
863774,1.5626170062832745,low
808212,1.1606047115582618,high
254215,1.6525220759428698,high
280960,0.8714833560004319,low
381371,2.5497999973651684,low
1606776,2.2532970025360086,low
117064,1.2618638878398376,high
166383,0.7271733931345048,low
126782,1.657680547624703,low
660053,1.3658301977581468,low
775323,1.9881821137453606,high
178645,1.2678950499416348,low
838875,1.3115980308933455,high
574143,1.9509691905357336,low
897783,0.8050629144323395,high
352294,1.034730677121804,high
380259,0.9151300089922406,high
781732,1.1057073793830317,high
300035,0.8401766931563441,low
125822,1.9595468698961367,high
217963,2.2994774989997926,high
93849,2.2298957875588887,high
129637,1.3598750366013044,high
66800,1.4994819547506102,high
116087,1.0337135517634866,low
45475,1.765715642662459,low
400279,0.9138773166827685,high
927650,1.474236867843199,high
211570,1.44251079247869,low
245133,0.6668958125164594,high
245292,0.9114647518002063,high
852842,1.1086765822197435,high
761064,0.7678585222331197,low
771470,0.8229301438876738,high
13377,0.6868673008375712,low
644880,1.6197303398097092,high
752673,1.5041247870528651,high
950441,2.4261854338550144,low
504169,0.7805994049843751,high
511029,1.643922416054901,high
765900,1.6139808582850514,low
65094,0.5666637468762454,low
828507,1.0672223550983313,high
5980,1.045479703731486,high
597875,2.4929788593228133,low
775406,1.8993264149012345,high
551465,1.1933952750032268,high
621423,1.404180194670331,high
808336,1.8903584737763346,high
951375,1.4108351545492805,low
290853,0.8027998201598193,low
1233067,0.5573124963166844,low
98278,1.22746266963012,low
269390,2.0765908449584374,high
751623,1.6291860844661081,high
62270,0.6172373651279465,low
186390,0.7782354290201273,low
620578,0.6698361511595938,low
241004,1.3464482944711296,high
769109,2.2351364901332746,high
287092,0.884957543977871,high
123515,nan,0
524522,1.2078579760007886,high
649435,1.8378219925921997,high
480472,2.1724516290002507,high
567374,0.9098626741009725,high
296802,1.710422343084995,low
926237,3.9177816095562576,high
936095,1.2695098775527667,high
790078,1.1366932648927348,high
99198,0.9469177457761115,low
763551,1.1305627804658231,high
279097,nan,0
783909,2.402508967387566,high
326096,1.6059756276321127,high
742166,1.325494287185484,high
107227,1.8536173415367994,low
852810,0.9644877104268742,low
855780,1.6803610113651497,low
491802,1.9616014135508673,high
762177,1.7088350838181265,high
109669,nan,0
746387,2.976283633149474,high
194743,1.0070413763515005,high
511773,1.0927808615124677,high
950571,1.0524767898593892,high
126862,1.94172661657574,low
426564,0.8811313471164344,low
487534,2.0216854254137036,low
651796,0.6269778661715942,low
674161,0.9666615712381882,high
737886,1.6341794836087327,high
753507,2.5534681614583,low
796439,2.3330212680264517,high
102781,1.3951412117262714,low
765435,1.090711487045541,high
300583,1.326383428116181,low
80118,1.5160806442611776,high
41431,1.077009132718928,high
118128,1.726734724308323,low
90079,1.851159021945127,low
831708,nan,0
833631,2.45181936322801,high
221445,2.388314685531488,high
77732,1.92925348959691,low
25394,1.8430985276912022,high
663455,0.9719597560757348,low
263852,1.8625371789821212,high
781399,0.9800324322154811,high
147316,1.3780430725449697,high
25857,1.5599705852179633,high
287407,1.5025005655988277,high
673933,1.8650558973224318,high
933898,1.7847048475211682,high
100116,1.5893831650888748,high
276381,1.7900824805477307,high
122252,2.014058935959358,high
540010,0.954042774639199,low
62860,2.531168063859852,low
316611,0.9224162891376747,low
574102,1.6155859161072754,high
47134,1.3152212036785025,high
127766,1.0992945076079252,low
568368,1.1825930441474437,low
614982,1.071508108830141,low
813485,0.7912362280263363,high
380235,2.2339629107411403,low
20862,0.8503904781443422,low
580058,2.5424452424821435,high
373592,1.6680485428811063,high
662797,0.8817027217661106,high
828740,1.5712782019562082,high
828756,1.3816627663067325,high
669303,1.3809870456220454,high
639789,1.3480348020399648,high
919846,1.2345321376074805,low
168993,0.9856335829172039,high
166291,1.1643361550806552,high
1055285,1.6162948928060141,high
88035,0.8525074448033269,low
333447,0.8365763806687743,low
322279,1.547780929356932,high
354189,3.5830886864427,low
69402,1.964808399632652,high
647834,1.4493100620762007,low
198302,1.03351070044677,high
931567,1.1778013102325537,high
807068,0.7509589149040266,high
59699,nan,0
40695,1.390463109436248,high
369389,2.6512637844915137,low
51740,nan,0
333539,1.1426336407169064,high
672269,1.8820089831465374,low
851639,nan,0
861757,1.620389782843857,low
293897,0.8279871388958476,high
795841,1.0549367012246254,high
3099573,2.047134409572526,high
123754,1.5213372872761501,low
459616,1.362790034599652,high
585896,1.519726596061421,low
1006765,1.9806687272688759,high
33666,1.4599054708901928,high
219655,4.27411504782139,high
2273,1.6929115840881115,low
11028,1.8634749331514784,high
6310,1.449216295211663,high
208997,2.0509373485601023,low
650525,1.0643248849138782,low
108446,1.7275445412778085,high
894831,nan,0
20760,0.8336830946422031,high
248920,3.1743816352708003,high
32433,2.0276552654770605,low
199090,0.852387115972534,low
951374,0.8383355295965302,low
139709,1.4182539502893832,high
679219,1.5329831181347322,low
341672,1.9065807255987193,high
956268,1.5788302660520237,low
987922,1.8357702290451487,low
96142,nan,0
38291,0.5709392648034523,low
111963,1.0248693876666928,low
608135,0.5900373938900213,high
198922,1.3871807073550741,high
320442,0.617956238616439,low
82037,0.8049302476659161,low
18137,0.7401088798820411,low
58360,1.4105236864389237,low
179335,nan,0
37865,nan,0
91879,3.945799011175818,high
108554,0.9132280115831453,high
248452,nan,0
565634,nan,0
903009,1.4883025391022053,high
97949,1.4970284946214316,low
90169,1.5356074456769173,low
900349,1.7058486777652617,low
803752,0.8682654608586816,low
163577,1.1000740812166439,low
367417,0.8723539186852115,low
77306,0.7439566407028532,high
144538,0.9930458594455769,low
247824,1.5942614081080597,high
59503,0.7669293990598236,low
29609,2.236276755036652,high
639056,1.6387766024848782,high
757335,1.7846055338685787,high
757177,1.3155272484827862,low
923801,1.005034877914584,high
194380,0.894089434471357,high
468632,1.6589870065178172,high
822874,nan,0
268161,2.498386706968154,low
741731,2.6227082405349122,low
227697,2.0253630462559036,high
482572,1.7240103693346371,low
605965,2.768261126942113,high
783025,0.6042546650804224,high
927373,1.8963504765687453,high
288830,nan,0
170879,2.4252808666227073,high
670226,2.837000470809724,high
800926,1.4366064502700313,high
217792,2.165291245517946,high
773407,4.141255984008547,low
25778,2.896659340747436,high
746915,0.8157671428572272,high
597736,1.6378898309572325,high
80649,1.7106609490324818,high
216212,0.8589801696191506,low
918569,1.3783920389021902,low
158849,1.1207978091011574,high
759998,0.940441935731628,low
130036,1.7018984415901486,high
133528,1.660319852820734,low
57497,2.132207843671405,low
355412,1.5014334450625344,high
921384,1.8168299943779667,high
793664,0.9689520612660363,high
665944,0.8806100823158649,low
786080,0.9914780739478379,high
583723,nan,0
818366,0.9818705396357617,low
28002,3.7049742566147854,high
178799,3.4109989157584373,high
923323,2.8359338372411877,low
82639,nan,0
555695,1.2338148264369138,high
801762,1.3642384726696188,high
273105,1.2395367079514066,high
128266,2.002207116244986,high
185440,1.6881315525840765,high
1431398,0.9487205928354944,high
894664,1.803100005306268,low
355555,1.3327146798395544,high
856451,2.2793727813851343,high
168110,1.591240652795045,low
289599,2.2430664888363423,high
577261,1.1705080397242673,high
314346,1.6246609608329028,high
10982,1.833474752183207,high
75394,1.8016332530099237,high
843106,0.7081783014068919,low
169578,1.1383027280100997,low
468911,0.9624857880208918,low
685031,1.818660517003714,low
49367,2.0844066127095635,low
234374,1.5070145304747564,low
168256,1.0105085422045226,high
642427,0.65831516266817,low
46727,1.6112084868293293,high
274822,1.673186579297432,high
250976,1.0926512965400286,high
81231,1.1250618815268567,high
213510,0.976760582721764,high
627250,1.8354946505885277,high
261332,0.9152598158787701,high
600640,0.7756338722988417,low
620603,0.8402405409619356,low
614455,0.7798355396367436,low
677352,1.6452336926027522,low
354883,0.8798938555149796,low
574119,2.3543278130963694,low
371879,1.3616464511076452,low
19435,1.189444947049977,high
587608,0.9947007964095109,high
948333,1.923904632345544,low
143749,1.113017469951906,low
98944,2.4556431451277327,low
147082,1.1421171184492591,high
688515,1.2773522318087214,high
765773,1.553841926733853,low
285693,0.7724965380303049,low
7305,1.819106423895552,low
405522,2.072029751914294,high
502978,1.8184832595499272,low
762990,0.812548374693266,low
130402,1.2816738102343161,high
887718,0.8972327131401683,high
391519,1.830571181551155,low
403454,nan,0
681154,1.8015370483387372,low
762885,2.144125101307783,high
804431,2.0149843331782553,high
761179,nan,0
790797,3.92514199297859,low
132940,1.4442352666144036,high
196544,1.8038107542112969,low
163835,0.9187802816054654,low
1839912,1.1082650220118009,low
26825,0.8875324077833782,low
364861,0.756604564770386,low
151549,1.5104899143502366,low
194246,1.0282814676578604,low
365542,1.1806661235186702,low
785101,1.624201934261098,high
385180,1.48684289523506,low
747243,0.8501245074070267,low
406733,0.9370042946386186,high
333181,1.106923981693344,high
406898,1.1819729686334375,high
574483,1.6048881386379785,high
184471,1.4846227467407909,high
105129,1.6470510897102884,high
120412,0.9445550686590457,low
745568,1.650586678959222,high
806991,1.4565071716910598,high
153915,1.0931281902741032,low
796281,1.1192147361287486,low
104314,1.195685300351294,low
147294,1.0100982928201954,low
674262,0.8223096706216614,low
123363,1.6869338371443945,high
142249,1.661911144973448,high
147771,0.7647271647974964,low
199917,0.9376527555915819,low
611104,1.929173212663448,high
888484,1.9461431352521004,low
956973,2.0856068405319634,high
388972,2.4951985628759843,low
739041,1.7121521937972861,high
106916,4.109476624960588,low
257787,3.411247804755737,low
610880,3.7864859399749995,high
868174,1.7040502098897528,high
199369,0.7758485779306044,low
121746,0.9991469189311807,low
221803,0.9943632322399956,high
690718,1.132153071449224,high
744969,nan,0
130855,1.8472514629111556,low
222601,1.0868082391072273,low
293391,1.595981519789221,low
327130,1.7375044774744157,low
472735,1.1746344348125932,low
593129,1.61368074782793,low
745071,1.3833064891206281,high
836017,0.9200730273599255,low
921289,0.96679119936079,low
89305,0.9781675747167808,high
748262,0.8559296133470965,high
850161,0.657023087510789,low
16361,1.3117354286215923,high
108265,0.9577205630627278,low
354631,2.2893751129492634,low
510885,2.9022771853490648,high
180023,0.9924115323816795,high
47246,1.7595291408818123,high
500612,0.8744514038267801,low
615937,1.2294079031267635,high
898946,2.0180262379267937,high
170228,1.8070167477443029,low
677991,1.366785560467843,low
757665,1.699501037775586,low
740576,1.01983784488934,high
126903,1.1262937399035817,low
107249,2.3764928055216465,low
845668,1.0079958832856377,high
387095,1.4143989610339585,high
899223,2.0983642371366713,high
953552,0.8951079722817171,high
918290,2.0377516752833023,low
242473,1.0614425745267746,high
298766,1.308701890216481,high
48622,3.544033023838495,high
503283,1.5304708384999133,low
763611,1.2899398191890277,high
411745,1.235553234214518,low
158540,1.6875945434794781,high
217641,2.94971852668488,low
724720,1.391793012272079,low
503668,1.9722955432261737,high
158717,nan,0
48806,0.9955899522144481,low
487038,1.1451898858553364,high
280692,1.7127765860225943,low
299429,1.8637176221535325,high
74452,1.2456214548521243,high
802791,1.3919470594591585,high
86927,5.083530844899126,high
831733,1.5977431782841351,high
35864,0.7985524036718892,low
496370,1.6645078156499824,low
286530,1.8905490427605514,low
243012,1.1585974979763678,low
836394,3.073414642490153,low
854854,0.8824426084743214,low
20740,0.9648278990548935,low
52736,1.2066186478822265,high
106514,0.9333295286317892,high
206465,1.4635168575334634,high
484607,4.023492347214414,low
132095,0.7647193365620997,low
1518379,1.2040446738777677,low
921598,1.8074383907690703,low
8245,1.7705643466398895,low
137401,1.5190695894049902,low
562663,2.627511888752299,low
251210,1.029636574749155,high
883345,0.8278901914779683,high
329232,2.6902544215123823,high
480956,2.159174965289773,high
104147,2.1898254669217447,high
409337,nan,0
