id,PC-1,PC-2,PC-3,PC-4,PC-5,genre,kmeans_10,kmeans_weighted_10,kmeans_20,kmeans_weighted_20
167296,-0.200526145,-0.031469717,0.294920443,0.112354243,0.069420525,14,8,4,7,1
172350,-0.354916901,0.695210458,-0.285292778,0.153634086,0.550492084,11,4,6,17,17
177336,0.026103295,-0.427204192,-0.161830269,0.580858651,-0.180637898,14,2,2,14,8
178536,-0.338860711,0.154593343,0.427113453,-0.076892316,-0.124966209,14,9,1,6,15
181719,0.87205817,-0.066473833,0.325749586,0.164488605,-0.104663588,14,3,8,2,5
184208,-0.088756602,-0.208324591,-0.315904028,-0.228923538,0.101303848,10,6,9,19,20
191175,-0.1642437,-0.295101135,0.52175236,0.038642531,-0.100402735,14,1,3,7,11
191680,0.70894726,0.535015998,-0.063953209,0.080391643,0.095343583,11,7,5,4,16
199090,0.79791879,0.09493565,0.191063974,-0.345168563,0.093754418,2,3,8,2,5
199369,0.645530944,0.661165766,0.097433385,0.183718706,0.030691858,11,7,5,4,16
200777,0.578621447,0.692106795,0.065287261,-0.365180421,-0.102570923,20,7,5,4,4
201716,-0.099010133,-0.214622385,-0.131055746,-0.043550788,-0.072551517,6,2,2,13,8
203804,-0.216502727,0.272968162,-0.592713882,0.124620485,-0.513415345,5,5,6,5,17
209517,-0.259858645,-0.048680149,0.378538393,-0.388765738,0.251518678,15,8,4,11,1
211197,-0.399669665,0.34216136,0.296269947,-0.296339873,-0.11524393,5,9,1,12,15
216846,0.635466307,0.395441179,0.583093942,-0.188577494,-0.122917489,14,7,8,2,6
222351,0.014855527,-0.434704241,-0.263726074,0.111431104,-0.032664991,14,2,9,18,12
225754,0.840077424,0.09625203,-0.080132835,-0.279934548,0.080688279,2,3,8,3,7
231397,-0.029726164,-0.334016791,-0.288440142,-0.137707639,0.042710523,15,10,9,18,12
237773,-0.144355523,-0.329281696,0.529581462,0.029864432,-0.092773526,14,1,3,7,11
238968,0.014770267,-0.450047397,-0.356663052,-0.219846639,0.189160348,14,10,9,16,12
240081,-0.339317802,0.145658032,0.425326441,-0.336172682,0.08581188,14,9,4,11,15
243012,-0.173128646,-0.308106021,0.522005311,-0.214364202,0.162010272,14,8,3,15,11
245760,-0.157298139,0.107646875,-0.461665785,0.016294972,0.095870178,11,6,7,19,14
246169,-0.088530372,-0.087970218,-0.520361453,0.01153344,-0.178015435,14,6,7,9,14
249303,-0.069180591,-0.311323941,-0.112873492,-0.185893902,0.145770395,14,10,10,16,3
252184,-0.211917901,-0.022126165,0.293994878,0.296997396,-0.133800005,14,1,4,20,1
261106,-0.056568421,-0.444739511,0.189736705,0.087572806,-0.060917006,14,1,3,7,13
266129,0.023064217,-0.390879942,-0.456659849,-0.04655955,-0.019037854,15,6,9,18,12
271029,-0.147868429,0.044939796,-0.55198824,-0.226392411,0.02132005,15,6,7,19,14
279097,-0.303363695,0.148235312,0.244600565,-0.147829056,-0.108603555,12,9,1,12,15
280897,-0.102519072,-0.181418964,0.158177409,0.393127966,0.194080678,14,2,3,10,13
282800,0.005248634,-0.318640217,-0.07851755,0.678787968,0.219457579,14,2,2,10,8
286662,-0.184541469,0.106317047,-0.178548426,0.073771581,0.405617879,6,4,6,19,19
292915,-0.151403791,0.069613693,-0.461096662,0.077921903,-0.26253852,14,5,7,9,14
295274,0.032157632,-0.461162035,-0.444702088,-0.156797209,0.141026851,14,10,9,18,12
299429,0.064029662,-0.449055161,-0.438346419,0.612288349,-0.496312138,14,2,9,14,18
300534,-0.089712275,-0.132265527,-0.421251049,-0.117578921,-0.017367017,2,6,7,19,20
310905,-0.069034308,-0.120212454,-0.513306608,0.071205465,-0.214163024,14,6,7,9,14
330967,-0.47605436,0.525936742,0.346231046,-0.350300902,-0.043206599,9,9,1,12,15
331473,0.897918002,0.121413536,-0.3475215,0.002175382,0.099274229,11,3,8,3,7
335302,0.913908257,0.178017266,0.040554372,0.950466975,0.145852038,14,2,8,14,7
339905,-0.158974702,-0.048735915,-0.167321448,-0.156934581,-0.016862319,14,4,6,17,19
345426,-0.295941089,0.559478348,-0.355350603,0.357019786,0.078638147,11,5,6,5,17
345708,-0.292765277,0.282596953,-0.237580269,-0.267098292,-0.051921619,14,4,6,17,9
352294,-0.406106737,0.523646062,0.383222837,0.080141968,0.628392849,12,4,1,12,15
359494,-0.057906312,-0.217501967,-0.399385016,-0.26356162,0.300467526,16,6,9,19,20
361541,0.035129597,-0.444639185,-0.352142228,0.204284008,-0.171057131,14,2,9,14,12
375945,-0.339687811,0.262269212,0.417980928,0.065667253,0.104632683,14,9,1,6,15
381371,-0.09643612,-0.07979321,-0.522184737,0.109084001,-0.270523507,14,6,7,9,14
383853,-0.094682505,-0.367812721,0.171703702,-0.214120423,0.157727547,6,8,3,15,11
391151,-0.027883027,-0.366750044,-0.281093569,-0.115129618,0.111276546,14,10,9,16,12
391398,-0.194299171,0.242223431,-0.580452498,0.056499407,-0.037231182,9,5,6,5,17
407101,0.69782269,0.524932524,-0.262912173,-0.393812386,-0.01350701,14,7,5,4,16
408531,0.645530944,0.661165766,0.097433385,0.183718706,0.030691858,11,7,5,4,16
414291,-0.103683952,-0.1645258,-0.325525866,-0.193773038,0.036515105,6,6,7,19,20
414745,0.929392374,-0.016393607,-0.324951088,-0.189359601,0.152304273,14,3,8,3,7
418955,-0.373476866,0.28145839,0.402366637,-0.014543127,-0.250818539,14,9,1,6,15
448144,-0.039749447,-0.322421558,-0.291842247,-0.046968085,-0.016761207,14,10,9,18,12
451296,-0.181925705,0.152763624,-0.479330078,0.048446914,-0.267957603,14,5,6,5,17
465562,0.035848771,-0.39718069,-0.2575166,0.591931504,-0.174336788,14,2,2,14,18
481354,0.019438521,-0.126636542,-0.473547499,0.611346056,0.391344103,8,6,9,18,18
485525,-0.108818665,-0.400576677,0.453513172,0.133155809,-0.155904552,14,1,3,7,13
489209,-0.124281839,-0.413470085,0.546115158,-0.064048711,0.098643082,14,8,3,15,11
489520,0.654519982,0.676572986,0.192193042,0.38324057,0.060539225,13,7,5,4,16
490805,-0.269858199,-0.022135987,0.371159629,-0.306144054,0.117483238,14,8,4,11,1
494016,-0.170302899,-0.170479861,0.316584231,0.036659744,-0.047068491,14,1,3,7,11
495455,0.036526713,-0.271496134,-0.361349308,0.56977813,0.203888387,14,2,9,14,18
498484,-0.015382332,-0.404622614,-0.27475344,-0.058963324,0.032250093,14,10,9,18,12
502351,-0.226819767,0.068303506,-0.1940055,-0.347485882,0.113318294,15,4,6,1,19
504276,-0.110882899,-0.385673543,0.3574556,-0.259886123,0.236329628,14,8,3,15,11
511041,0.84919193,-0.063799558,0.316478821,-0.243608521,0.056801355,12,3,8,2,5
515790,-0.198635904,-0.015262637,0.29782662,0.109641424,0.255534681,11,8,4,11,1
519715,-0.336629972,0.515424962,-0.076855147,0.185864847,0.257175107,11,5,6,17,9
520215,0.00119058,-0.354236682,-0.466092077,0.080809228,-0.102687791,14,2,9,18,18
540010,0.779564923,0.01294204,0.572912922,-0.320068325,0.082049608,16,3,8,2,5
551115,0.790112886,0.301523407,-0.213130986,-0.197143107,-0.145153373,15,7,8,3,16
563834,0.810647936,-0.039053149,0.587082736,0.205852173,-0.368473111,14,3,8,2,5
565521,-0.048347155,-0.399627879,-0.09487455,-0.278791827,0.236573593,15,10,10,16,3
573100,-0.133054467,-0.21505239,0.142086303,0.037315895,-0.15031695,6,1,3,20,13
588887,-0.213767728,0.009824535,0.481927577,0.419708819,0.078781895,14,1,4,20,1
588918,-0.191658289,0.124234812,-0.376323769,-0.110663626,0.132333443,6,4,6,17,17
589767,-0.057148094,-0.176875888,-0.501425292,0.110603793,-0.225140534,14,6,9,9,18
589802,0.042561504,-0.442139737,-0.44442182,-0.176526946,0.244831843,15,10,9,16,12
594765,0.89677413,0.309242487,-0.260872023,0.588558861,0.413593848,1,6,8,18,7
603590,-0.120813956,-0.003712843,-0.346172547,-0.115302577,0.292428267,16,6,7,19,14
614823,-0.34782775,0.225968736,0.412089822,-0.160167293,-0.111791662,15,9,1,6,15
614933,-0.015383469,-0.521907742,0.116370291,0.168307879,-0.168224156,14,1,2,13,8
615247,0.078096553,-0.550989688,-0.423102365,0.053227454,-0.043173004,14,2,9,18,12
616296,0.998624867,-0.213715393,-0.285503174,-0.118047947,0.051830389,14,3,8,3,7
616664,-0.099934864,-0.182119663,-0.321650573,-0.155992386,-0.004546234,14,6,9,19,20
620578,-0.310100225,0.383735504,-0.348786107,-0.075298925,-0.268229766,14,5,6,5,17
622379,-0.178624141,-0.142114866,0.123648115,-0.276050511,0.119397154,6,8,4,11,11
623518,-0.224200886,0.072402187,-0.006934446,-0.060731111,0.006489904,14,9,1,12,15
624107,0.799314789,0.094347241,0.192376869,-0.274448676,0.044216811,14,3,8,2,5
631078,-0.231419279,-0.103860055,0.480626489,-0.173942003,0.020566953,6,8,4,11,1
636106,-0.189939666,-0.245528708,0.508965332,-0.215297066,0.150500852,10,8,3,15,11
638960,-0.245307076,0.180968777,-0.307792143,-0.225585894,-0.057287752,20,5,6,17,17
639005,-0.336695578,0.201779578,0.328467865,-0.082987856,-0.279680795,5,9,1,6,15
647670,-0.268946695,0.114278809,0.456764926,0.150948954,0.246199896,11,8,4,11,1
647796,-0.037899121,-0.338316374,-0.287696099,0.002961172,-0.034360107,14,2,9,18,12
667020,-0.178986453,-0.215706805,0.509923085,0.0064319,0.040563087,14,8,3,7,11
670088,-0.194793981,0.117404412,-0.383641769,-0.260833146,0.063130664,14,4,6,17,17
674262,-0.104712351,-0.222408496,-0.130935969,-0.2102862,0.145379183,15,10,10,16,3
680374,0.850498666,0.07504448,-0.077554215,-0.413788346,0.178728924,15,3,8,3,7
681171,-0.056996235,-0.235214727,-0.401139358,-0.160946264,0.056520128,6,6,9,19,20
683795,0.033220031,-0.383262492,-0.258297839,0.19281691,0.297757073,8,10,9,18,12
743966,-0.03802431,-0.414135254,0.002063954,0.07334547,-0.095417545,14,2,2,13,8
746731,-0.140578907,0.082915412,-0.262350832,0.538149171,-0.114744683,14,2,7,9,2
749273,-0.123010076,-0.11611716,-0.243977541,-0.164738147,0.037524151,6,6,7,19,20
754219,-0.261080515,0.447792,-0.520976891,0.321844643,-0.017109927,20,5,6,5,17
761706,-0.500871921,0.668751859,0.226921725,-0.189478281,-0.240996315,14,9,1,8,9
768737,0.026761379,-0.455403444,-0.256139465,0.058869351,0.07258319,14,10,9,18,12
778568,-0.184909882,0.124100425,-0.468582052,-0.184190693,0.220133911,6,4,6,19,14
784760,-0.10806504,-0.09502306,-0.522013197,-0.156149205,-0.013251405,14,6,7,19,14
785773,-0.426104234,0.554936612,0.362147307,0.008143984,0.163451203,1,9,1,12,15
785817,-0.214293,0.139077679,-0.481782181,-0.32217999,0.055809903,15,4,6,17,17
789340,-0.108780899,-0.328557097,0.353700317,0.035475881,0.110051991,14,8,3,15,11
791318,0.867016845,0.39027487,-0.374503018,0.457302879,0.398253182,11,6,8,3,16
793845,0.880179586,0.007896479,-0.153145396,-0.360096658,0.140109652,14,3,8,3,7
796950,0.602598027,0.915327636,-0.416354824,-0.135187754,0.196281023,9,7,5,4,4
798248,-0.137906119,-0.069302677,-0.345142196,-0.255218026,0.052485273,6,4,7,19,14
798477,-0.009973356,-0.336822288,-0.379335137,-0.171271211,0.091250249,16,10,9,18,12
800426,-0.294404113,0.335169578,-0.246108355,-0.151747608,-0.149516212,9,5,6,5,9
803115,-0.131724425,-0.422020096,0.54625278,-0.100159458,0.081648821,14,8,3,15,11
803533,-0.23350594,0.160766997,-0.21041553,0.030753524,-0.26909411,17,5,6,5,17
807949,0.039169522,-0.299263794,-0.356146622,0.47730376,0.295823573,8,2,9,18,18
814852,-0.158633784,0.025998003,-0.457267744,-0.276264152,0.059534215,14,4,7,19,14
815537,-0.109134479,-0.127561805,-0.332527233,-0.129994587,-0.007956848,14,6,7,19,20
823165,-0.300410131,0.029803678,0.451300191,-0.280642883,0.064595147,14,8,4,11,1
824879,-0.310362084,0.432217821,-0.059648913,0.139524632,0.301722975,11,5,6,17,9
829643,-0.179955282,-0.206067983,0.319984898,-0.132173875,0.03605823,2,8,3,11,11
837886,-0.04571753,-0.478571338,0.1966898,0.1050138,-0.116217415,14,1,3,20,13
838559,0.675408871,0.573115387,-0.081140206,-0.109788365,-0.023382972,9,7,5,4,16
840348,-0.005695151,-0.418775529,0.016932051,0.431041573,-0.071458549,14,2,2,14,8
843995,-0.092647568,-0.410449389,0.36719892,-0.081543047,0.158732236,14,8,3,15,11
847735,0.553920882,0.852561483,-0.149211338,-0.210712908,-0.335251778,20,7,5,4,4
849405,-0.027147478,-0.285272478,-0.389023571,-0.118591559,0.006534046,15,6,9,18,12
852656,0.059666997,-0.500514746,-0.434613181,-0.15640404,0.138795127,14,10,9,18,12
854203,0.801563126,0.115324854,0.477979057,0.378752888,-0.1867277,14,3,8,2,5
855232,0.040350442,-0.560139391,-0.148298209,0.065620404,-0.037811226,14,2,2,13,8
855655,-0.212173587,-0.068976667,0.200542731,-0.154046232,-0.021085807,12,8,4,11,1
860996,-0.092122028,-0.264001115,-0.122681535,-0.23181396,0.121597445,6,10,10,16,3
887513,0.555694503,1.197709443,-0.357838679,0.527822721,0.160930996,18,5,5,5,4
887718,0.824018664,0.115355888,0.099024639,-0.116899622,-0.130837478,15,3,8,2,7
890724,-0.237712948,0.06859724,-0.01045138,-0.035330077,-0.170467702,15,9,1,8,15
894664,-0.293471014,0.175215359,-0.034781597,-0.452860185,0.160284357,9,4,1,1,19
897382,-0.078422821,-0.435591382,0.371523505,0.1127152,-0.135494284,14,1,3,7,13
898946,-0.306281191,0.156157268,0.248964808,0.047969014,-0.40200597,5,9,1,6,15
920165,-0.024756004,-0.244662952,-0.286627836,0.343403907,0.224429911,14,2,9,18,18
926604,-0.190713478,0.344439757,-0.30164747,0.471879403,0.411594761,14,5,6,9,17
930204,-0.066900098,-0.030075219,-0.321642266,0.303750635,0.402176757,14,6,7,19,14
930642,-0.051525797,-0.275917553,-0.300693818,-0.185406591,0.09174044,15,10,9,16,12
932858,-0.26517281,0.023891224,0.2709652,-0.275954017,0.062950168,10,8,4,11,1
933568,-0.086421203,-0.223812211,-0.122569483,0.032911265,0.111617941,14,10,10,10,8
937150,-0.161736799,0.155277456,-0.372669907,0.312557481,-0.058669375,8,5,6,9,17
940583,-0.120087514,-0.300479076,0.349126705,0.069591944,0.138330056,14,8,3,15,11
944105,-0.053544976,-0.398845302,-0.094307724,-0.328189357,0.272172434,12,10,10,16,3
958768,-0.035387331,-0.428744888,-0.086551289,-0.150045343,0.152574202,14,10,10,16,3
960874,-0.17875009,0.075259959,-0.281814647,0.018677596,-0.232465126,15,5,6,5,17
987922,-0.223928762,0.025529876,0.091459417,0.015995141,-0.23363647,17,9,1,6,15
1471849,-0.014036579,-0.402277669,-0.274018611,-0.182510806,0.116860623,12,10,10,16,12
1714462,-0.122274421,-0.291588002,0.538978368,0.23853418,0.195303778,8,1,3,7,11
2136598,0.015620466,-0.349840943,-0.268567171,0.442327401,-0.050544347,14,2,9,14,18
2376287,-0.015740775,-0.306260173,-0.381712706,0.267252622,-0.345434696,14,2,9,14,18
2744416,-0.038125449,-0.271295432,-0.391909148,0.016001086,-0.118436725,6,6,9,18,18
2825107,0.797768421,0.351230898,-0.214430086,-0.094974591,-0.005848868,15,7,8,3,16
2855520,-0.008799983,-0.458461426,-0.080288777,0.029118382,-0.035549694,14,2,2,13,3
3211361,-0.133662603,-0.370522636,0.445125412,-0.218317082,0.151599608,14,8,3,15,11
3214680,-0.225174454,-0.129657561,0.486193232,-0.081359562,-0.051427331,1,8,4,11,1
3268224,-0.418252512,0.691263696,-0.317405111,-0.092018972,-0.204864667,15,5,6,5,9
3366296,-0.103280127,-0.027325998,-0.532788734,0.038433926,-0.201577006,14,6,7,9,14
3413218,-0.260801098,0.392633186,-0.135288908,0.300522414,0.238783737,8,5,6,5,17
15694,0.805337882,0.077204041,0.48201859,0.202456645,-0.041106093,14,3,8,2,5
17877,-0.050413605,-0.249519195,-0.398494228,-0.262258998,0.161379161,15,6,9,19,20
17937,-0.321659108,0.377912646,-0.256979869,-0.190467426,-0.158699833,20,5,6,5,9
25899,0.991282591,-0.226032448,-0.192877454,-0.276031797,0.171993681,8,3,8,3,7
31263,-0.299567943,0.106682757,0.3448507,-0.076609521,-0.139820295,17,9,4,6,15
38805,0.822097432,0.218978555,-0.287858337,-0.39005382,0.059351317,15,3,8,3,16
43520,-0.254497512,0.203716589,-0.219023454,-0.026223296,-0.286340867,2,5,6,5,9
57280,0.749553361,0.377778341,-0.138530066,-0.218218519,-0.155799416,15,7,8,4,16
78242,-0.234822993,0.238972049,-0.500774119,-0.201639673,-0.094211912,12,5,6,17,17
78758,0.032932234,-0.449770105,-0.44671052,-0.228384627,0.179391957,16,10,9,16,12
90188,-0.03783912,-0.319515945,-0.291109219,-0.235468636,0.215124553,14,10,10,16,12
94861,-0.244485154,0.153557842,-0.111417969,-0.213884961,0.187569639,14,4,6,17,19
104217,-0.264454695,0.182176543,-0.031618224,0.084592652,-0.343914712,17,9,1,8,9
115544,-0.07703288,-0.317162229,-0.019030547,-0.134586569,0.062005642,15,10,10,16,3
115554,-0.117931644,-0.131774253,-0.147683186,-0.075181136,-0.092264602,15,6,2,18,2
154533,-0.359715098,0.549240665,-0.475206899,-0.290178983,-0.129958322,9,5,6,17,17
154548,0.708273957,0.240246085,0.433287998,-0.380831214,0.083598615,14,3,8,2,6
178750,-0.14749239,-0.154040754,0.037404273,-0.097599584,-0.02363366,15,8,3,15,11
192840,-0.183019965,-0.208855312,0.320572933,-0.172727207,0.028531976,14,8,3,11,11
232869,-0.040081827,-0.217970332,-0.493549193,0.017668466,-0.135559974,15,6,9,18,18
255770,0.48436756,0.852709976,0.498232643,-0.196195238,-0.014338338,11,7,5,4,4
290464,0.737815849,0.383410362,-0.044958248,-0.156314841,-0.031221672,11,7,8,3,16
327130,-0.138814434,0.082972714,-0.35256174,0.14474592,0.434695255,6,6,7,19,14
423095,-0.266391507,0.182060216,-0.125635864,-0.05930737,-0.204651131,15,5,6,8,9
570155,0.03434516,-0.552345248,-0.15160808,-0.087500288,0.102284856,14,10,10,16,3
664883,-0.400787514,0.329437868,0.388772858,-0.18620823,-0.134587941,15,9,1,12,15
671204,0.911646056,0.023498272,-0.242772775,0.256069673,-0.451197143,14,3,8,3,7
696668,-0.153929532,0.018118321,-0.073249739,0.254790978,0.009413082,8,2,6,9,2
775212,-0.375452029,0.775355296,-0.302242072,0.483248328,0.138414051,4,5,6,5,17
809357,-0.175009539,0.083171942,-0.175295511,0.105935253,0.265136077,11,6,6,19,19
818702,-0.062850171,-0.059204438,-0.510182099,0.318776728,0.016201838,14,6,7,9,14
827224,-0.260698064,0.102977874,-0.017987039,-0.338285933,0.088358915,12,4,1,12,15
857203,-0.26018948,0.207335048,-0.312686705,-0.321044281,-0.001551326,20,4,6,17,17
953102,-0.18713019,-0.182638127,0.407296194,-0.090258302,-0.033212113,14,8,4,7,11
1035160,0.796523522,-0.011588263,0.580653678,-0.034027164,-0.186952299,8,3,8,2,5
1055021,-0.150205181,-0.055219887,-0.159467242,-0.027614974,-0.01094893,14,6,7,19,2
1984584,0.854289478,0.204131492,-0.373486453,-0.112831411,-0.196335987,15,3,8,3,7
2003453,-0.179352452,-0.168908815,0.314279796,0.048870562,-0.17034574,6,1,3,7,11
2690165,-0.035285417,-0.395278308,-0.093274356,0.039002808,-0.074761774,6,2,2,13,8
3829,-0.339545483,0.188913639,0.418595486,-0.235145866,-0.000654053,2,9,1,12,15
6310,-0.036352171,-0.372106892,-0.097376022,0.100086337,-0.132659452,14,2,2,13,8
7974,-0.207353811,-0.087626149,0.295082905,-0.198143814,0.046320167,6,8,4,11,1
9787,0.015257065,-0.454015019,-0.068151044,0.250935329,0.146311074,14,2,2,13,8
14757,0.830139365,0.475804919,-0.393537862,0.48325742,0.26136652,4,6,8,3,16
16235,-0.178551007,-0.091155731,0.023605686,-0.140700955,-0.010234588,14,8,4,11,1
18862,-0.420369848,1.013078922,-0.433779373,0.79371773,0.073346742,14,5,6,5,17
20740,-0.057997443,-0.315192495,-0.109885387,-0.123952429,0.02574484,16,10,10,16,3
28015,-0.339757047,0.184912497,0.418638167,-0.164129802,-0.093634226,11,9,1,6,15
28432,0.757570038,0.165038368,0.553245395,0.11377909,-0.084832921,14,3,8,2,5
32433,-0.163157537,-0.297688093,0.521676594,-0.081086974,0.009738571,14,8,3,7,11
33481,-0.108330622,-0.164769087,-0.140457113,0.082369829,-0.210229816,6,2,2,14,8
34988,0.076496517,-0.292233489,-0.439252637,0.881550696,0.150606069,14,2,9,14,18
40124,0.001077314,-0.549089437,0.030273046,0.16499009,-0.140935284,14,2,2,13,8
42589,-0.106296705,-0.125076727,0.053997706,0.328047204,0.190890729,14,2,2,10,2
58361,-0.129683477,-0.054970018,-0.532230021,-0.389779461,0.187996669,15,4,7,19,14
58386,-0.080118103,-0.100608338,-0.51764352,-0.037457917,-0.05546228,14,6,7,19,14
69520,-0.212213116,0.03012021,-0.184636341,-0.309242496,0.065367864,15,4,6,1,19
69761,-0.195925274,-0.06772707,0.019532726,-0.3271902,0.218272903,10,4,4,1,10
76658,-0.059426463,-0.042273433,-0.310450045,0.261134503,0.794246014,11,6,7,19,20
77264,-0.087183192,-0.217927039,-0.129324962,0.12504968,-0.2088672,14,2,2,14,8
81017,0.515278178,1.123633021,0.107133149,0.59576623,-0.042158878,13,5,5,5,4
89305,0.893890724,0.072909564,0.038436499,0.286051425,0.208540878,14,3,8,3,7
94126,-0.014537429,-0.421548471,-0.08415804,-0.016422983,0.155121429,14,10,10,16,3
96804,0.889986771,0.030311087,-0.155727542,0.064261299,-0.241029769,14,3,8,3,7
97491,-0.083991359,-0.439023158,0.469076589,0.163927657,0.087713955,14,1,3,7,13
101164,-0.018839099,-0.361594941,-0.088536438,0.068337797,0.207935839,8,10,10,16,3
103162,-0.194670188,-0.05042958,0.013427465,-0.206948818,0.028358113,15,8,4,11,1
103324,0.004370522,-0.449532164,-0.075597243,0.370626187,-0.230892844,14,2,2,14,8
104455,-0.000464993,-0.411541592,-0.074929199,0.11472618,0.40357014,14,10,10,16,3
107227,-0.147029606,0.129272558,-0.075151983,0.384668714,0.514841232,8,6,7,10,2
107556,-0.414506826,0.341718063,0.385058593,-0.316714942,-0.022134622,14,9,1,12,15
109367,-0.31840777,0.180814765,0.054597704,-0.470337698,0.156313217,12,4,1,12,15
113480,-0.225794905,0.3219868,-0.403531,0.164436282,0.239964947,11,5,6,17,17
119469,-0.259967314,0.030735074,0.271015363,-0.144847444,-0.059068175,14,9,4,11,1
126862,-0.154586207,-0.24692109,0.329799122,-0.013431352,-0.0799025,12,1,3,7,11
130028,-0.116296782,-0.137696867,-0.14664522,0.067776578,-0.199696309,14,2,2,14,2
130402,-0.302421667,0.332903373,-0.246149164,-0.046150174,-0.292687919,15,5,6,5,9
132579,-0.155769507,-0.072543102,-0.161892878,-0.112100515,-0.054225332,17,4,7,17,2
132856,-0.050400574,-0.353595142,0.08784878,0.168322029,-0.024995858,15,1,2,13,8
135024,-0.231984761,-0.06634541,0.196835284,-0.345857511,0.189680537,15,8,4,11,1
137430,-0.103714356,-0.37790981,0.357712547,0.015019113,-0.05053458,15,1,3,7,13
138335,-0.024754821,-0.286190651,-0.481031794,-0.059593903,-0.029001937,15,6,9,18,20
140553,-0.375978975,0.626195912,-0.289890809,-0.039781713,0.213770946,12,5,6,17,17
141256,-0.023557033,-0.169797449,-0.283366822,0.339036445,0.803576523,6,6,9,19,20
146490,-0.051715464,-0.397278621,-0.001599642,-0.074157782,0.086723808,14,10,10,16,3
147316,0.926624105,-0.174059927,0.165005642,-0.142180166,0.167075151,14,3,8,3,5
154530,-0.113319792,-0.151412173,-0.135611103,0.035066922,0.157188544,14,10,10,10,10
155091,-0.080054213,-0.436921323,0.371411066,0.313633788,-0.30923204,14,1,3,20,13
162943,-0.123276338,-0.006977595,-0.345880771,0.021885539,0.126226321,14,6,7,19,14
169088,-0.086839072,-0.174981306,-0.230993261,-0.056815911,-0.034273172,15,6,9,18,20
171889,-0.145404308,-0.293969887,0.430367709,-0.177524656,0.076317293,16,8,3,15,11
174007,-0.135654356,-0.327010753,0.437012675,0.021916794,-0.056663018,14,1,3,7,11
174198,-0.097905087,-0.076829011,-0.523306817,0.040246185,-0.20758398,14,6,7,9,14
175538,0.062008501,-0.519692759,-0.431008037,-0.040234522,0.050147712,15,10,9,18,12
176859,-0.327354935,0.54117668,-0.367144929,0.028411426,-0.032077859,11,5,6,5,17
178014,-0.21569096,-0.130850407,0.486139811,-0.22453988,0.100061804,16,8,4,11,1
178645,-0.048766381,-0.186458414,-0.302220132,0.099372838,0.296234119,14,6,9,19,20
185018,-0.116062375,-0.364768511,0.44700777,0.283683825,-0.303442327,14,1,3,20,13
185999,0.891513477,-0.074083752,0.340040822,0.272698719,0.191206748,14,3,8,2,5
187162,0.045924205,-0.38916798,-0.444232274,0.463307163,-0.188359209,14,2,9,14,18
188206,-0.133900995,-0.140586938,-0.056154046,-0.12547242,-0.027698931,15,8,3,15,10
188467,-0.004780455,-0.375898762,-0.276187807,0.035820853,0.008743662,14,2,9,18,12
189229,-0.095548611,-0.236871165,-0.127656937,-0.219238095,0.115401175,6,10,10,16,3
190843,-0.043539485,-0.450712676,0.194410264,0.351696216,-0.340179094,14,1,2,20,13
192925,-0.36292956,0.443340574,0.199350156,0.14490605,-0.085181646,9,9,1,8,9
194008,0.081324085,-0.452031921,-0.427637664,0.640304541,-0.234172036,14,2,9,14,18
195305,-0.111229166,-0.095284504,0.343724338,0.81935686,0.415681864,14,2,3,10,13
195373,-0.333497934,0.286143617,0.034491477,-0.289597143,-0.026016752,10,9,1,12,9
197582,-0.150163364,-0.113470895,-0.154946793,-0.214098622,0.046097974,15,4,7,1,10
199917,-0.283560161,0.1189986,0.253939534,-0.04350262,-0.210472449,7,9,1,6,15
203765,-0.202369702,0.007729497,-0.088821727,-0.14509968,-0.040368467,14,4,1,12,19
206668,-0.26349726,-0.005891719,0.461405328,-0.034779795,-0.137161036,15,8,4,6,1
211146,-0.116272544,-0.25593932,0.057062366,-0.202920305,0.123462463,14,8,3,15,11
222748,0.856198519,0.055637245,0.020945615,-0.046762369,-0.156599567,14,3,8,3,7
223627,-0.196431943,0.094157287,-0.093357894,0.106639099,-0.000537023,14,5,6,5,9
224294,0.005027981,-0.529456379,-0.066414371,-0.243483383,0.241951222,14,10,10,16,3
227708,-0.248415904,-0.021492444,0.373435522,0.098662224,-0.264668228,17,1,4,6,1
233136,-0.085365728,-0.311611014,0.071540752,0.088547712,-0.148910838,14,1,3,20,13
241004,-0.086505847,-0.217581826,-0.13011456,-0.095205243,-0.03207058,15,10,10,16,3
245534,-0.378657276,0.31615697,0.300503136,-0.297901856,-0.02451506,6,9,1,12,15
245992,0.48587355,1.068542107,0.292058113,0.113160181,0.25471797,11,7,5,4,4
247065,-0.162093669,-0.006023838,-0.072468494,0.139493251,0.022867945,14,5,6,10,2
249528,-0.052238756,-0.455987658,0.286453934,0.26474576,-0.251523016,14,1,3,20,13
253657,0.913614147,-0.071081139,-0.043710591,0.003720107,-0.170126241,14,3,8,3,7
267435,-0.142025151,-0.145909137,-0.148878037,-0.328756337,0.179182932,6,4,10,1,10
275130,-0.110211489,-0.162967826,-0.143507954,-0.007708788,-0.077281388,14,2,2,14,8
283335,0.752339943,0.057187788,0.656289593,0.001969998,-0.213886263,14,3,8,2,5
284207,-0.056905938,-0.208577988,-0.405096495,0.004213724,-0.116294353,14,6,9,18,18
286572,-0.170404299,-0.192270043,0.319357645,-0.006456563,-0.119492803,14,1,3,7,11
